threshold,tolerance_type,tolerance_value,precision,recall,F1,num_detected,num_true,saturation_level
12.0,full_window,100,0.0,0.0,0.0,0.0,5.5625,0
12.0,half_window,50,0.0,0.0,0.0,0.0,5.5625,0
12.0,quarter_window,25,0.0,0.0,0.0,0.0,5.5625,0
13.0,full_window,100,0.0,0.0,0.0,0.0,5.5625,0
13.0,half_window,50,0.0,0.0,0.0,0.0,5.5625,0
13.0,quarter_window,25,0.0,0.0,0.0,0.0,5.5625,0
14.0,full_window,100,0.0,0.0,0.0,0.0,5.5625,0
14.0,half_window,50,0.0,0.0,0.0,0.0,5.5625,0
14.0,quarter_window,25,0.0,0.0,0.0,0.0,5.5625,0
15.0,full_window,100,0.0,0.0,0.0,0.0,5.5625,0
15.0,half_window,50,0.0,0.0,0.0,0.0,5.5625,0
15.0,quarter_window,25,0.0,0.0,0.0,0.0,5.5625,0
16.0,full_window,100,0.0,0.0,0.0,0.0,5.5625,0
16.0,half_window,50,0.0,0.0,0.0,0.0,5.5625,0
16.0,quarter_window,25,0.0,0.0,0.0,0.0,5.5625,0
17.0,full_window,100,0.0,0.0,0.0,0.0,5.5625,0
17.0,half_window,50,0.0,0.0,0.0,0.0,5.5625,0
17.0,quarter_window,25,0.0,0.0,0.0,0.0,5.5625,0
18.0,full_window,100,0.0,0.0,0.0,0.0,5.5625,0
18.0,half_window,50,0.0,0.0,0.0,0.0,5.5625,0
18.0,quarter_window,25,0.0,0.0,0.0,0.0,5.5625,0
19.0,full_window,100,0.0,0.0,0.0,0.0,5.5625,0
19.0,half_window,50,0.0,0.0,0.0,0.0,5.5625,0
19.0,quarter_window,25,0.0,0.0,0.0,0.0,5.5625,0
20.0,full_window,100,0.0,0.0,0.0,0.0,5.5625,0
20.0,half_window,50,0.0,0.0,0.0,0.0,5.5625,0
20.0,quarter_window,25,0.0,0.0,0.0,0.0,5.5625,0
0.0,full_window,100,0.5005210781865194,0.9553075396825398,0.6424459380004186,13.34375,5.5625,1
0.0,half_window,50,0.35650957498383967,0.8375992063492063,0.4910964128923962,13.34375,5.5625,1
0.0,quarter_window,25,0.1955195641776524,0.4704613095238095,0.2711845098364566,13.34375,5.5625,1
1.0,full_window,100,0.6021946225071225,0.8219990079365079,0.6735591011566228,8.541666666666666,5.5625,1
1.0,half_window,50,0.4685626873126873,0.688578869047619,0.5372031255224705,8.541666666666666,5.5625,1
1.0,quarter_window,25,0.2608334952084952,0.38586309523809526,0.29955985805202134,8.541666666666666,5.5625,1
2.0,full_window,100,0.7076535443722944,0.6544642857142857,0.6543679593710477,5.4375,5.5625,1
2.0,half_window,50,0.5791764369889371,0.5316220238095238,0.5307676637446374,5.4375,5.5625,1
2.0,quarter_window,25,0.314312018999519,0.29795386904761906,0.29275232868982864,5.4375,5.5625,1
3.0,full_window,100,0.8256448412698413,0.5062996031746031,0.591000408217764,3.28125,5.5625,1
3.0,half_window,50,0.7021825396825396,0.40551835317460316,0.47924824018574014,3.28125,5.5625,1
3.0,quarter_window,25,0.4049355158730159,0.2381076388888889,0.2791028416028416,3.28125,5.5625,1
4.0,full_window,100,0.6364583333333333,0.3069320436507937,0.3870590064405233,1.90625,5.5625,1
4.0,half_window,50,0.5694444444444444,0.25009920634920635,0.32372673622673626,1.90625,5.5625,1
4.0,quarter_window,25,0.32881944444444444,0.1412202380952381,0.18528358215858218,1.90625,5.5625,1
5.0,full_window,100,0.5114583333333333,0.20668402777777775,0.2696725727975728,1.28125,5.5625,1
5.0,half_window,50,0.4767361111111111,0.17309027777777777,0.2312356624856625,1.28125,5.5625,1
5.0,quarter_window,25,0.2755208333333333,0.09410962301587301,0.1289108460983461,1.28125,5.5625,1
6.0,full_window,100,0.32222222222222224,0.13046875,0.1719569714055008,0.78125,5.5625,1
6.0,half_window,50,0.28402777777777777,0.10716765873015872,0.14327835835188776,0.78125,5.5625,1
6.0,quarter_window,25,0.17656249999999998,0.059089781746031744,0.08250407000407001,0.78125,5.5625,1
7.0,full_window,100,0.2328125,0.09212549603174602,0.12143047924297924,0.53125,5.5625,1
7.0,half_window,50,0.19895833333333335,0.07647569444444445,0.10082290394790394,0.53125,5.5625,1
7.0,quarter_window,25,0.12968749999999998,0.04215029761904762,0.058471331908831914,0.53125,5.5625,1
8.0,full_window,100,0.12465277777777778,0.04615575396825397,0.06356646825396826,0.2708333333333333,5.5625,1
8.0,half_window,50,0.09618055555555556,0.03224206349206349,0.04521329365079365,0.2708333333333333,5.5625,1
8.0,quarter_window,25,0.06232638888888889,0.02120535714285714,0.029588293650793653,0.2708333333333333,5.5625,1
9.0,full_window,100,0.10902777777777778,0.03504464285714286,0.04967757936507936,0.1875,5.5625,1
9.0,half_window,50,0.08402777777777777,0.02269345238095238,0.033308531746031746,0.1875,5.5625,1
9.0,quarter_window,25,0.06493055555555556,0.016865079365079364,0.025124007936507934,0.1875,5.5625,1
10.0,full_window,100,0.04479166666666667,0.01525297619047619,0.02120535714285714,0.11458333333333333,5.5625,1
10.0,half_window,50,0.040625,0.012276785714285712,0.01773313492063492,0.11458333333333333,5.5625,1
10.0,quarter_window,25,0.024999999999999998,0.009052579365079366,0.012524801587301586,0.11458333333333333,5.5625,1
11.0,full_window,100,0.020833333333333332,0.007936507936507936,0.011458333333333334,0.0625,5.5625,1
11.0,half_window,50,0.013888888888888888,0.00496031746031746,0.007291666666666666,0.0625,5.5625,1
11.0,quarter_window,25,0.008680555555555554,0.0032242063492063495,0.0046875,0.0625,5.5625,1
12.0,full_window,100,0.010416666666666666,0.002976190476190476,0.00462962962962963,0.020833333333333332,5.5625,1
12.0,half_window,50,0.0,0.0,0.0,0.020833333333333332,5.5625,1
12.0,quarter_window,25,0.0,0.0,0.0,0.020833333333333332,5.5625,1
13.0,full_window,100,0.010416666666666666,0.001488095238095238,0.0026041666666666665,0.010416666666666666,5.5625,1
13.0,half_window,50,0.0,0.0,0.0,0.010416666666666666,5.5625,1
13.0,quarter_window,25,0.0,0.0,0.0,0.010416666666666666,5.5625,1
14.0,full_window,100,0.0,0.0,0.0,0.0,5.5625,1
14.0,half_window,50,0.0,0.0,0.0,0.0,5.5625,1
14.0,quarter_window,25,0.0,0.0,0.0,0.0,5.5625,1
15.0,full_window,100,0.0,0.0,0.0,0.0,5.5625,1
15.0,half_window,50,0.0,0.0,0.0,0.0,5.5625,1
15.0,quarter_window,25,0.0,0.0,0.0,0.0,5.5625,1
16.0,full_window,100,0.0,0.0,0.0,0.0,5.5625,1
16.0,half_window,50,0.0,0.0,0.0,0.0,5.5625,1
16.0,quarter_window,25,0.0,0.0,0.0,0.0,5.5625,1
17.0,full_window,100,0.0,0.0,0.0,0.0,5.5625,1
17.0,half_window,50,0.0,0.0,0.0,0.0,5.5625,1
17.0,quarter_window,25,0.0,0.0,0.0,0.0,5.5625,1
18.0,full_window,100,0.0,0.0,0.0,0.0,5.5625,1
18.0,half_window,50,0.0,0.0,0.0,0.0,5.5625,1
18.0,quarter_window,25,0.0,0.0,0.0,0.0,5.5625,1
19.0,full_window,100,0.0,0.0,0.0,0.0,5.5625,1
19.0,half_window,50,0.0,0.0,0.0,0.0,5.5625,1
19.0,quarter_window,25,0.0,0.0,0.0,0.0,5.5625,1
20.0,full_window,100,0.0,0.0,0.0,0.0,5.5625,1
20.0,half_window,50,0.0,0.0,0.0,0.0,5.5625,1
20.0,quarter_window,25,0.0,0.0,0.0,0.0,5.5625,1
0.0,full_window,100,0.5084970295907796,0.9525545634920635,0.64811698604491,13.5,5.5625,2
0.0,half_window,50,0.3605598539192289,0.8510540674603174,0.4965679968479848,13.5,5.5625,2
0.0,quarter_window,25,0.21431738111425613,0.5248883928571428,0.29817179664378984,13.5,5.5625,2
1.0,full_window,100,0.6071064641377141,0.8669766865079365,0.6967264048201464,9.114583333333334,5.5625,2
1.0,half_window,50,0.4803846905409406,0.7542410714285714,0.5704035467553017,9.114583333333334,5.5625,2
1.0,quarter_window,25,0.29186288248788245,0.4681671626984127,0.34876123448346746,9.114583333333334,5.5625,2
2.0,full_window,100,0.6918177308802309,0.7598834325396826,0.7006782581940754,6.604166666666667,5.5625,2
2.0,half_window,50,0.5831616011303511,0.6540178571428571,0.5910901292335116,6.604166666666667,5.5625,2
2.0,quarter_window,25,0.3594174633237133,0.4076636904761905,0.3644752085468997,6.604166666666667,5.5625,2
3.0,full_window,100,0.7793940145502646,0.6486607142857143,0.6829595282127509,4.770833333333333,5.5625,2
3.0,half_window,50,0.6792989417989418,0.5495287698412699,0.5801258059070559,4.770833333333333,5.5625,2
3.0,quarter_window,25,0.41146660052910056,0.34218750000000003,0.35780619843119843,4.770833333333333,5.5625,2
4.0,full_window,100,0.8585152116402116,0.5679811507936509,0.658231729422594,3.6458333333333335,5.5625,2
4.0,half_window,50,0.7865492724867725,0.4847718253968254,0.5721934893809894,3.6458333333333335,5.5625,2
4.0,quarter_window,25,0.46027612433862436,0.2914310515873016,0.34165186665186664,3.6458333333333335,5.5625,2
5.0,full_window,100,0.8984871031746032,0.46853918650793647,0.5912598396973398,2.7291666666666665,5.5625,2
5.0,half_window,50,0.8330853174603176,0.40441468253968255,0.5185743076368076,2.7291666666666665,5.5625,2
5.0,quarter_window,25,0.5189732142857143,0.24521329365079367,0.31677922771672773,2.7291666666666665,5.5625,2
6.0,full_window,100,0.8857638888888889,0.38846726190476194,0.5134365056240057,2.125,5.5625,2
6.0,half_window,50,0.8265625,0.3332465277777778,0.4500885688385688,2.125,5.5625,2
6.0,quarter_window,25,0.49756944444444445,0.20147569444444444,0.27364863146113144,2.125,5.5625,2
7.0,full_window,100,0.7942708333333334,0.31382688492063493,0.4250502391127391,1.6666666666666667,5.5625,2
7.0,half_window,50,0.7505208333333333,0.2772941468253968,0.3825756419506419,1.6666666666666667,5.5625,2
7.0,quarter_window,25,0.4211805555555555,0.1585565476190476,0.21980213073963073,1.6666666666666667,5.5625,2
8.0,full_window,100,0.6805555555555555,0.25027281746031743,0.3468441859066859,1.2916666666666667,5.5625,2
8.0,half_window,50,0.654513888888889,0.22688492063492063,0.3192896224146224,1.2916666666666667,5.5625,2
8.0,quarter_window,25,0.4154513888888889,0.13637152777777778,0.19434674122174123,1.2916666666666667,5.5625,2
9.0,full_window,100,0.576388888888889,0.21515376984126985,0.2966953763828764,1.125,5.5625,2
9.0,half_window,50,0.5598958333333334,0.1974206349206349,0.2766143578643579,1.125,5.5625,2
9.0,quarter_window,25,0.3234375,0.1136780753968254,0.1598394660894661,1.125,5.5625,2
10.0,full_window,100,0.5069444444444444,0.18877728174603173,0.26039186507936507,0.9375,5.5625,2
10.0,half_window,50,0.501736111111111,0.17278025793650795,0.24418816137566138,0.9375,5.5625,2
10.0,quarter_window,25,0.2921875,0.10208333333333335,0.1443249458874459,0.9375,5.5625,2
11.0,full_window,100,0.3854166666666667,0.1543030753968254,0.20966209716209716,0.7395833333333334,5.5625,2
11.0,half_window,50,0.3802083333333333,0.13979414682539681,0.19548385642135643,0.7395833333333334,5.5625,2
11.0,quarter_window,25,0.23177083333333334,0.0833829365079365,0.11765346921596921,0.7395833333333334,5.5625,2
12.0,full_window,100,0.2916666666666667,0.10865575396825396,0.14969185906685908,0.53125,5.5625,2
12.0,half_window,50,0.2916666666666667,0.10084325396825396,0.1429458273208273,0.53125,5.5625,2
12.0,quarter_window,25,0.19444444444444445,0.06344246031746031,0.09142992424242424,0.53125,5.5625,2
13.0,full_window,100,0.23958333333333334,0.08640873015873014,0.12165479196729197,0.4479166666666667,5.5625,2
13.0,half_window,50,0.23958333333333334,0.08380456349206349,0.11967066498316498,0.4479166666666667,5.5625,2
13.0,quarter_window,25,0.1579861111111111,0.05205853174603175,0.07561327561327562,0.4479166666666667,5.5625,2
14.0,full_window,100,0.20833333333333334,0.06894841269841269,0.09925069143819143,0.375,5.5625,2
14.0,half_window,50,0.20833333333333334,0.06894841269841269,0.09925069143819143,0.375,5.5625,2
14.0,quarter_window,25,0.14583333333333334,0.0441468253968254,0.06520487614237615,0.375,5.5625,2
15.0,full_window,100,0.16666666666666666,0.05024801587301587,0.07325036075036075,0.28125,5.5625,2
15.0,half_window,50,0.16666666666666666,0.05024801587301587,0.07325036075036075,0.28125,5.5625,2
15.0,quarter_window,25,0.11458333333333333,0.03214285714285714,0.04817445286195287,0.28125,5.5625,2
16.0,full_window,100,0.14583333333333334,0.043477182539682545,0.06313131313131314,0.25,5.5625,2
16.0,half_window,50,0.14583333333333334,0.043477182539682545,0.06313131313131314,0.25,5.5625,2
16.0,quarter_window,25,0.09375,0.025372023809523806,0.038055405242905245,0.25,5.5625,2
17.0,full_window,100,0.11458333333333333,0.03442460317460317,0.05126488095238096,0.19791666666666666,5.5625,2
17.0,half_window,50,0.11458333333333333,0.03442460317460317,0.05126488095238096,0.19791666666666666,5.5625,2
17.0,quarter_window,25,0.07291666666666667,0.02041170634920635,0.030894510582010582,0.19791666666666666,5.5625,2
18.0,full_window,100,0.09375,0.024181547619047616,0.03757440476190476,0.14583333333333334,5.5625,2
18.0,half_window,50,0.09375,0.024181547619047616,0.03757440476190476,0.14583333333333334,5.5625,2
18.0,quarter_window,25,0.05034722222222222,0.011904761904761904,0.01882440476190476,0.14583333333333334,5.5625,2
19.0,full_window,100,0.08333333333333333,0.022445436507936508,0.03459821428571428,0.13541666666666666,5.5625,2
19.0,half_window,50,0.08333333333333333,0.022445436507936508,0.03459821428571428,0.13541666666666666,5.5625,2
19.0,quarter_window,25,0.03993055555555556,0.010168650793650794,0.015848214285714285,0.13541666666666666,5.5625,2
20.0,full_window,100,0.0625,0.017485119047619044,0.027025462962962963,0.10416666666666667,5.5625,2
20.0,half_window,50,0.0625,0.017485119047619044,0.027025462962962963,0.10416666666666667,5.5625,2
20.0,quarter_window,25,0.020833333333333332,0.006696428571428571,0.010127314814814815,0.10416666666666667,5.5625,2
0.0,full_window,100,0.506899552993303,0.9630456349206349,0.6468342750430466,13.614583333333334,5.5625,3
0.0,half_window,50,0.3670011701261701,0.8692708333333333,0.5051745329496161,13.614583333333334,5.5625,3
0.0,quarter_window,25,0.22504075785325783,0.5543402777777778,0.3132941657293017,13.614583333333334,5.5625,3
1.0,full_window,100,0.594569203944204,0.9128100198412699,0.7007284251555856,9.90625,5.5625,3
1.0,half_window,50,0.46812628922003924,0.7991071428571428,0.5751625839647349,9.90625,5.5625,3
1.0,quarter_window,25,0.2929671601546601,0.5155505952380952,0.363852419904084,9.90625,5.5625,3
2.0,full_window,100,0.6862278635716136,0.8112847222222223,0.7208664649287116,7.302083333333333,5.5625,3
2.0,half_window,50,0.5728628431753432,0.715376984126984,0.6149205307642174,7.302083333333333,5.5625,3
2.0,quarter_window,25,0.3609619836182336,0.4618055555555556,0.38979054204238023,7.302083333333333,5.5625,3
3.0,full_window,100,0.7521017466329966,0.7263268849206349,0.7115873498713802,5.739583333333333,5.5625,3
3.0,half_window,50,0.6591326208513709,0.6351314484126984,0.6202867842003238,5.739583333333333,5.5625,3
3.0,quarter_window,25,0.40876059704184703,0.4066344246031746,0.3893562184003361,5.739583333333333,5.5625,3
4.0,full_window,100,0.8114666005291005,0.6642485119047619,0.7006409562336687,4.739583333333333,5.5625,3
4.0,half_window,50,0.7360449735449736,0.5888764880952381,0.6254724170165347,4.739583333333333,5.5625,3
4.0,quarter_window,25,0.45054976851851847,0.3716765873015873,0.3889378612264642,4.739583333333333,5.5625,3
5.0,full_window,100,0.8791170634920635,0.6182291666666667,0.7006235998747695,3.8645833333333335,5.5625,3
5.0,half_window,50,0.8114335317460317,0.5408730158730158,0.6217833398899575,3.8645833333333335,5.5625,3
5.0,quarter_window,25,0.4953993055555555,0.337078373015873,0.3824044351617881,3.8645833333333335,5.5625,3
6.0,full_window,100,0.9016121031746032,0.5516617063492063,0.6624574079584419,3.2083333333333335,5.5625,3
6.0,half_window,50,0.8402281746031747,0.4777777777777778,0.5871504958821135,3.2083333333333335,5.5625,3
6.0,quarter_window,25,0.4991319444444444,0.2887152777777778,0.35228571129306424,3.2083333333333335,5.5625,3
7.0,full_window,100,0.9131944444444445,0.49521329365079364,0.6206748409873409,2.7604166666666665,5.5625,3
7.0,half_window,50,0.8653521825396826,0.43253968253968256,0.557071343008843,2.7604166666666665,5.5625,3
7.0,quarter_window,25,0.5051587301587301,0.2558531746031746,0.3263737998112998,2.7604166666666665,5.5625,3
8.0,full_window,100,0.9053819444444445,0.4426339285714285,0.5735976960841092,2.375,5.5625,3
8.0,half_window,50,0.8656994047619048,0.38157242063492064,0.512856876919377,2.375,5.5625,3
8.0,quarter_window,25,0.523139880952381,0.22924107142857142,0.3093027921152921,2.375,5.5625,3
9.0,full_window,100,0.9105902777777778,0.4182415674603175,0.5533202908202909,2.1770833333333335,5.5625,3
9.0,half_window,50,0.875,0.36223958333333334,0.49683505152255153,2.1770833333333335,5.5625,3
9.0,quarter_window,25,0.5225694444444444,0.2185391865079365,0.29994305463055465,2.1770833333333335,5.5625,3
10.0,full_window,100,0.9027777777777778,0.38989335317460316,0.5226979617604618,1.9583333333333333,5.5625,3
10.0,half_window,50,0.8776041666666666,0.34128224206349206,0.47472868566618565,1.9583333333333333,5.5625,3
10.0,quarter_window,25,0.5197916666666667,0.20378224206349205,0.283430284992785,1.9583333333333333,5.5625,3
11.0,full_window,100,0.8732638888888888,0.3424479166666667,0.47034331409331415,1.6979166666666667,5.5625,3
11.0,half_window,50,0.8411458333333334,0.298797123015873,0.42482939514189516,1.6979166666666667,5.5625,3
11.0,quarter_window,25,0.4925347222222222,0.17766617063492063,0.2528431637806638,1.6979166666666667,5.5625,3
12.0,full_window,100,0.8246527777777778,0.29538690476190477,0.415143247955748,1.4479166666666667,5.5625,3
12.0,half_window,50,0.8029513888888888,0.2615575396825397,0.37959430615680617,1.4479166666666667,5.5625,3
12.0,quarter_window,25,0.4484375,0.15269097222222222,0.220472582972583,1.4479166666666667,5.5625,3
13.0,full_window,100,0.7517361111111112,0.2634672619047619,0.37226130351130354,1.3020833333333333,5.5625,3
13.0,half_window,50,0.7352430555555555,0.23841765873015874,0.34626924001924003,1.3020833333333333,5.5625,3
13.0,quarter_window,25,0.4171875,0.139484126984127,0.20201193482443483,1.3020833333333333,5.5625,3
14.0,full_window,100,0.6197916666666666,0.22495039682539683,0.3160969817219817,1.0729166666666667,5.5625,3
14.0,half_window,50,0.6145833333333334,0.203125,0.29551166426166425,1.0729166666666667,5.5625,3
14.0,quarter_window,25,0.3932291666666667,0.12418154761904761,0.18286736411736412,1.0729166666666667,5.5625,3
15.0,full_window,100,0.5572916666666666,0.20399305555555555,0.28525207431457433,0.96875,5.5625,3
15.0,half_window,50,0.546875,0.18365575396825395,0.266320196007696,0.96875,5.5625,3
15.0,quarter_window,25,0.3671875,0.11626984126984126,0.17108661014911017,0.96875,5.5625,3
16.0,full_window,100,0.4895833333333333,0.1759424603174603,0.24827290764790766,0.84375,5.5625,3
16.0,half_window,50,0.4791666666666667,0.1582093253968254,0.23053150553150556,0.84375,5.5625,3
16.0,quarter_window,25,0.3619791666666667,0.10949900793650792,0.16272847522847522,0.84375,5.5625,3
17.0,full_window,100,0.4270833333333333,0.15550595238095238,0.2187094155844156,0.7604166666666666,5.5625,3
17.0,half_window,50,0.4166666666666667,0.14186507936507936,0.2057712542087542,0.7604166666666666,5.5625,3
17.0,quarter_window,25,0.2925347222222222,0.0931547619047619,0.13704229797979797,0.7604166666666666,5.5625,3
18.0,full_window,100,0.3854166666666667,0.13035714285714287,0.18807344276094276,0.6458333333333334,5.5625,3
18.0,half_window,50,0.375,0.1193204365079365,0.17632575757575755,0.6458333333333334,5.5625,3
18.0,quarter_window,25,0.2621527777777778,0.0799107142857143,0.11923926767676768,0.6458333333333334,5.5625,3
19.0,full_window,100,0.2916666666666667,0.10029761904761904,0.14321563852813854,0.53125,5.5625,3
19.0,half_window,50,0.2916666666666667,0.09508928571428571,0.13924738455988456,0.53125,5.5625,3
19.0,quarter_window,25,0.21006944444444445,0.06383928571428571,0.09500811688311689,0.53125,5.5625,3
20.0,full_window,100,0.28125,0.0970734126984127,0.1386190776815777,0.5104166666666666,5.5625,3
20.0,half_window,50,0.28125,0.09186507936507937,0.1346508237133237,0.5104166666666666,5.5625,3
20.0,quarter_window,25,0.19791666666666666,0.060615079365079365,0.09018007455507455,0.5104166666666666,5.5625,3
0.0,full_window,100,0.5118869649889871,0.9640376984126985,0.6512130817376894,13.802083333333334,5.5625,4
0.0,half_window,50,0.36873230595657064,0.8947544642857143,0.5124882957352208,13.802083333333334,5.5625,4
0.0,quarter_window,25,0.22860936211120034,0.567063492063492,0.3196666185399107,13.802083333333334,5.5625,4
1.0,full_window,100,0.5791203588078588,0.921453373015873,0.693915850756233,10.541666666666666,5.5625,4
1.0,half_window,50,0.4447770979020979,0.8322296626984128,0.5699160545909772,10.541666666666666,5.5625,4
1.0,quarter_window,25,0.2834870858308358,0.5381944444444444,0.36464620753272065,10.541666666666666,5.5625,4
2.0,full_window,100,0.6562484968734968,0.8472098214285714,0.7190396622137182,8.145833333333334,5.5625,4
2.0,half_window,50,0.537971605940356,0.7695684523809524,0.6189365549711575,8.145833333333334,5.5625,4
2.0,quarter_window,25,0.34960242303992306,0.5121279761904761,0.40534010461932285,8.145833333333334,5.5625,4
3.0,full_window,100,0.7322131283068782,0.791530257936508,0.7429116372058654,6.447916666666667,5.5625,4
3.0,half_window,50,0.6281824945887445,0.7119419642857143,0.650796461504182,6.447916666666667,5.5625,4
3.0,quarter_window,25,0.4186162217412217,0.4823784722222222,0.43552056943601064,6.447916666666667,5.5625,4
4.0,full_window,100,0.790963955026455,0.7219122023809524,0.7345017112172716,5.395833333333333,5.5625,4
4.0,half_window,50,0.6862144510582011,0.6454861111111111,0.6459333422568717,5.395833333333333,5.5625,4
4.0,quarter_window,25,0.4529679232804233,0.43444940476190474,0.4296660481403128,5.395833333333333,5.5625,4
5.0,full_window,100,0.8457175925925925,0.6909598214285714,0.7428807217216132,4.59375,5.5625,4
5.0,half_window,50,0.7679935515873016,0.6171378968253968,0.6648341242091241,4.59375,5.5625,4
5.0,quarter_window,25,0.5064484126984127,0.41469494047619043,0.4434443161005661,4.59375,5.5625,4
6.0,full_window,100,0.8910838293650793,0.645796130952381,0.7306554488898208,4.03125,5.5625,4
6.0,half_window,50,0.8178695436507937,0.5766617063492063,0.657595645095645,4.03125,5.5625,4
6.0,quarter_window,25,0.5366939484126984,0.38325892857142857,0.43468805500055496,4.03125,5.5625,4
7.0,full_window,100,0.9232390873015873,0.5908978174603174,0.7013882524594003,3.5,5.5625,4
7.0,half_window,50,0.8531994047619048,0.5212549603174603,0.6289106148481148,3.5,5.5625,4
7.0,quarter_window,25,0.5390376984126984,0.34100942460317457,0.40656374875124873,3.5,5.5625,4
8.0,full_window,100,0.9460813492063492,0.5397693452380953,0.6681424423759329,3.0520833333333335,5.5625,4
8.0,half_window,50,0.8897073412698413,0.4734499007936508,0.6000224890849891,3.0520833333333335,5.5625,4
8.0,quarter_window,25,0.5695188492063492,0.30257936507936506,0.38356666481666485,3.0520833333333335,5.5625,4
9.0,full_window,100,0.9267361111111111,0.5014880952380952,0.6289333891043797,2.78125,5.5625,4
9.0,half_window,50,0.8823660714285714,0.43874007936507936,0.5670046388796389,2.78125,5.5625,4
9.0,quarter_window,25,0.5565972222222222,0.2758060515873016,0.35543819606319604,2.78125,5.5625,4
10.0,full_window,100,0.9336805555555556,0.47480158730158734,0.6090931356556356,2.5729166666666665,5.5625,4
10.0,half_window,50,0.8934027777777778,0.41651785714285716,0.5507468226218226,2.5729166666666665,5.5625,4
10.0,quarter_window,25,0.5477926587301587,0.2565600198412698,0.3377847268472269,2.5729166666666665,5.5625,4
11.0,full_window,100,0.9366319444444445,0.4452132936507936,0.5809071715321715,2.3541666666666665,5.5625,4
11.0,half_window,50,0.9050347222222223,0.39308035714285716,0.5290094743219743,2.3541666666666665,5.5625,4
11.0,quarter_window,25,0.5703621031746032,0.24403521825396823,0.3294041028416029,2.3541666666666665,5.5625,4
12.0,full_window,100,0.921875,0.4006448412698413,0.5380297364672365,2.09375,5.5625,4
12.0,half_window,50,0.8975694444444445,0.3556547619047619,0.4934936013061013,2.09375,5.5625,4
12.0,quarter_window,25,0.5696180555555556,0.22446676587301587,0.31210386835386833,2.09375,5.5625,4
13.0,full_window,100,0.9149305555555555,0.3778397817460317,0.5140916953416953,1.96875,5.5625,4
13.0,half_window,50,0.8958333333333334,0.33840525793650794,0.47500364219114216,1.96875,5.5625,4
13.0,quarter_window,25,0.5605902777777777,0.21287202380952383,0.298993598993599,1.96875,5.5625,4
